codigo,descricao,risco_base
5611-2/03,"Lanchonetes, casas de chá, de sucos e similares",II
5611-2/04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",II
5611-2/05,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",II
5612-1/00,Serviços ambulantes de alimentação,P
5620-1/01,Fornecimento de alimentos preparados preponderantemente para empresas,III
5620-1/02,Serviços de alimentação para eventos e recepções - bufê,III
5620-1/03,Cantinas - serviços de alimentação privativos,II
5620-1/04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,II
5811-5/00,Edição de livros,NA
5812-3/01,Edição de jornais diários,NA
5812-3/02,Edição de jornais não diários,NA
5813-1/00,Edição de revistas,NA
5819-1/00,"Edição de cadastros, listas e outros produtos gráficos",NA
5821-2/00,Edição integrada à impressão de livros,NA
5822-1/01,Edição integrada à impressão de jornais diários,NA
5822-1/02,Edição integrada à impressão de jornais não diários,NA
5823-9/00,Edição integrada à impressão de revistas,NA
5829-8/00,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos",NA
5911-1/01,Estúdios cinematográficos,NA
5911-1/02,Produção de filmes para publicidade,NA
5911-1/99,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",NA
5912-0/01,Serviços de dublagem,NA
5912-0/02,Serviços de mixagem sonora em produção audiovisual,NA
5912-0/99,Atividades de pós-produção cinematográfica de vídeos e de programas de televisão não especificadas anteriormente,NA
5913-8/00,"Distribuição cinematográfica, de vídeo e de programas de televisão",NA
5914-6/00,Atividades de exibição cinematográfica,NA
5920-1/00,Atividades de gravação de som e de edição de música,NA
6010-1/00,Atividades de rádio,NA
6021-7/00,Atividades de televisão aberta,NA
6022-5/01,Programadoras,NA
6022-5/02,"Atividades relacionadas à televisão por assinatura, exceto programadoras",NA
6110-8/01,Serviços de telefonia fixa comutada - stfc,NA
6110-8/02,Serviços de redes de transporte de telecomunicações - srtt,NA
6110-8/03,Serviços de comunicação multimídia - scm,NA
6110-8/99,Serviços de telecomunicações por fio não especificados anteriormente,NA
6120-5/01,Telefonia móvel celular,NA
6120-5/02,Serviço móvel especializado - sme,NA
6120-5/99,Serviços de telecomunicações sem fio não especificados anteriormente,NA
6130-2/00,Telecomunicações por satélite,NA
6141-8/00,Operadoras de televisão por assinatura por cabo,NA
6142-6/00,Operadoras de televisão por assinatura por micro-ondas,NA
6143-4/00,Operadoras de televisão por assinatura por satélite,NA
6190-6/01,Provedores de acesso às redes de comunicações,NA
6190-6/02,Provedores de voz sobre protocolo internet - voip,NA
6190-6/99,Outras atividades de telecomunicações não especificadas anteriormente,NA
6201-5/01,Desenvolvimento de programas de computador sob encomenda,NA
6201-5/02,Web desing,NA
6202-3/00,Desenvolvimento e licenciamento de programas de computador customizáveis,P
6203-1/00,Desenvolvimento e licenciamento de programas de computador não customizáveis,P
6204-0/00,Consultoria em tecnologia da informação,NA
6209-1/00,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",NA
6311-9/00,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",NA
6319-4/00,Portais provedores de conteúdo e outros serviços de informação na internet,NA
6391-7/00,Agências de notícias,NA
6399-2/00,Outras atividades de prestação de serviços de informação não especificadas anteriormente,NA
6410-7/00,Banco central,NA
6421-2/00,Bancos comerciais,NA
6422-1/00,"Bancos múltiplos, com carteira comercial",NA
6423-9/00,Caixas econômicas,NA
6424-7/01,Bancos cooperativos,NA
6424-7/02,Cooperativas centrais de crédito,NA
6424-7/03,Cooperativas de crédito mútuo,NA
6424-7/04,Cooperativas de crédito rural,NA
6431-0/00,"Bancos múltiplos, sem carteira comercial",NA
6432-8/00,Bancos de investimento,NA
6433-6/00,Bancos de desenvolvimento,NA
6434-4/00,Agências de fomento,NA
6435-2/01,Sociedades de crédito imobiliário,NA
6435-2/02,Associações de poupança e empréstimo,NA
6435-2/03,Companhias hipotecárias,NA
6436-1/00,"Sociedades de crédito, financiamento e investimento - financeiras",NA
6437-9/00,Sociedades de crédito ao microempreendedor,NA
6438-7/01,Bancos de câmbio,NA
6438-7/99,Outras instituições de intermediação não monetária não especificadas anteriormente,NA
6440-9/00,Arrendamento mercantil,NA
6450-6/00,Sociedades de capitalização,NA
6461-1/00,Holdings de instituições financeiras,NA
6462-0/00,Holdings de instituições não financeiras,NA
6463-8/00,"Outras sociedades de participação, exceto holdings",NA
6470-1/01,"Fundos de investimento, exceto previdenciários e imobiliários",NA
6470-1/02,Fundos de investimento previdenciários,NA
6470-1/03,Fundos de investimento imobiliários,NA
6491-3/00,Sociedades de fomento mercantil - factoring,NA
6492-1/00,Securitização de créditos,NA
6493-0/00,Administração de consórcios para aquisição de bens e direitos,NA
6499-9/01,Clubes de investimento,NA
6499-9/02,Sociedades de investimento,NA
6499-9/03,Fundo garantidor de crédito,NA
6499-9/04,Caixas de financiamento de corporações,NA
6499-9/05,Concessão de crédito pelas oscip,NA
6499-9/99,Outras atividades de serviços financeiros não especificadas anteriormente,NA
6511-1/01,Sociedade seguradora de seguros vida,NA
6511-1/02,Planos de auxílio-funeral,NA
6512-0/00,Sociedade seguradora de seguros não vida,NA
6520-1/00,Sociedade seguradora de seguros-saúde,NA
6530-8/00,Resseguros,NA
6541-3/00,Previdência complementar fechada,NA
6542-1/00,Previdência complementar aberta,NA
6550-2/00,Planos de saúde,NA
6611-8/01,Bolsa de valores,NA
6611-8/02,Bolsa de mercadorias,NA
6611-8/03,Bolsa de mercadorias e futuros,NA
6611-8/04,Administração de mercados de balcão organizados,NA
6612-6/01,Corretoras de títulos e valores mobiliários,NA
6612-6/02,Distribuidoras de títulos e valores mobiliários,NA
6612-6/03,Corretoras de câmbio,NA
6612-6/04,Corretoras de contratos de mercadorias,NA
6612-6/05,Agentes de investimentos em aplicações financeiras,NA
6613-4/00,Administração de cartões de crédito,NA
6619-3/01,Serviços de liquidação e custódia,NA
6619-3/02,Correspondentes de instituições financeiras,NA
6619-3/03,Representações de bancos estrangeiros,NA
6619-3/04,Caixas eletrônicos,NA
6619-3/05,Operadoras de cartões de débito,NA
6619-3/99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,NA
6621-5/01,Peritos e avaliadores de seguros,NA
6621-5/02,Auditoria e consultoria atuarial,NA
6622-3/00,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",NA
6629-1/00,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",NA
6630-4/00,Atividades de administração de fundos por contrato ou comissão,NA
6810-2/01,Compra e venda de imóveis próprios,NA
6810-2/02,Aluguel de imóveis próprios,NA
6810-2/03,Loteamento de imóveis próprios,NA
6821-8/01,Corretagem na compra e venda e avaliação de imóveis,NA
6821-8/02,Corretagem no aluguel de imóveis,NA
6822-6/00,Gestão e administração da propriedade imobiliária,NA
6911-7/01,Serviços advocatícios,NA
6911-7/02,Atividades auxiliares da justiça,NA
6911-7/03,Agente de propriedade industrial,NA
6912-5/00,Cartórios,NA
6920-6/01,Atividades de contabilidade,NA
6920-6/02,Atividades de consultoria e auditoria contábil e tributária,NA
7020-4/00,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",NA
7111-1/00,Serviços de arquitetura,NA
7112-0/00,Serviços de engenharia,NA
7119-7/01,"Serviços de cartografia, topografia e geodésia",NA
7119-7/02,Atividades de estudos geológicos,NA
7119-7/03,Serviços de desenho técnico relacionados à arquitetura e engenharia,NA
7119-7/04,Serviços de perícia técnica relacionados à segurança do trabalho,NA
7119-7/99,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,NA
7120-1/00,Testes e análises técnicas,P
7210-0/00,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,NA
7220-7/00,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,NA
7311-4/00,Agências de publicidade,NA
7312-2/00,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",NA
7319-0/01,Criação de estandes para feiras e exposições,NA
7319-0/02,Promoção de vendas,NA
7319-0/03,Marketing direto,NA
7319-0/04,Consultoria em publicidade,NA
7319-0/99,Outras atividades de publicidade não especificadas anteriormente,NA
7320-3/00,Pesquisas de mercado e de opinião pública,NA
7410-2/02,Design de interiores,NA
7410-2/03,Desing de produto,NA
7410-2/99,Atividades de desing não especificadas anteriormente,NA
7420-0/01,"Atividades de produção de fotografias, exceto aérea e submarina",NA
7420-0/02,Atividades de produção de fotografias aéreas e submarinas,NA
7420-0/03,Laboratórios fotográficos,NA
7420-0/04,Filmagem de festas e eventos,NA
7420-0/05,Serviços de microfilmagem,NA
7490-1/01,"Serviços de tradução, interpretação e similares",NA
7490-1/02,Escafandria e mergulho,NA
7490-1/03,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias,NA
7490-1/04,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",NA
7490-1/05,Agenciamento de profissionais para atividades esportivas culturais e artísticas,NA
7490-1/99,Outras atividades profissionais científicas e técnicas não especificadas anteriormente,NA
7500-1/00,Atividades veterinárias,P
7711-0/00,Locação de automóveis sem condutor,NA
7719-5/01,"Locação de embarcações sem tripulação, exceto para fins recreativos",NA
7719-5/02,Locação de aeronaves sem tripulação,NA
7719-5/99,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",NA
7721-7/00,Aluguel de equipamentos recreativos e esportivos,NA
7722-5/00,"Aluguel de fitas de vídeo, DVDs e similares",NA
7723-3/00,"Aluguel de objetos do vestuário, jóias e acessórios",NA
7729-2/01,Aluguel de aparelhos de jogos eletrônicos,NA
7729-2/02,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",NA
7729-2/03,Aluguel de material médico,P
7729-2/99,Aluguel de outros objetos pessoais e domésticos não especificados anteriormente,NA
7731-4/00,Aluguel de máquinas e equipamentos agrícolas sem operador,NA
7732-2/01,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",NA
7732-2/02,Aluguel de andaimes,NA
7733-1/00,Aluguel de máquinas e equipamentos para escritório,NA
7739-0/01,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",NA
7739-0/02,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",P
7739-0/03,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",NA
7739-0/99,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",NA
7740-3/00,Gestão de ativos intangíveis não financeiros,NA
7810-8/00,Seleção e agenciamento de mão de obra,NA
7820-5/00,Locação de mão de obra temporária,NA
7830-2/00,Fornecimento e gestão de recursos humanos para terceiros,NA
7911-2/00,Agências de viagens,NA
7912-1/00,Operadores turísticos,NA
7990-2/00,Serviços de reservas e outros serviços de turismo não especificados anteriormente,NA
8011-1/01,Atividades de vigilância e segurança privada,NA
8011-1/02,Serviços de adestramento de cães de guarda,NA
8012-9/00,Atividades de transporte de valores,NA
8020-0/01,Atividades de monitoramento de sistemas de segurança eletrônico,NA
8020-0/02,Outras atividades de serviços de segurança,NA
8030-7/00,Atividades de investigação particular,NA
8111-7/00,"Serviços combinados para apoio a edificios, exceto condomínios prediais",NA
8112-5/00,Condomínios prediais,NA
8121-4/00,Limpeza em prédios e em domicílios,I
8122-2/00,Imunização e controle de pragas urbanas,III
8129-0/00,Atividades de limpeza não especificadas anteriormente,P
8130-3/00,Atividades paisagísticas,NA
8211-3/00,Serviços combinados de escritório e apoio administrativo,NA
8219-9/01,Fotocópias,NA
8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,NA
8220-2/00,Atividades de teleatendimento,NA
8230-0/01,"Serviços de organização de feiras, congressos, exposições e festas",NA
8230-0/02,Casas de festas e eventos,P
8291-1/00,Atividades de cobrança e informações cadastrais,NA
8292-0/00,Envasamento e empacotamento sob contrato,P
8299-7/01,"Medição de consumo de energia elétrica, gás e água",NA
8299-7/02,"Emissão de vales-alimentação, vales-transporte e similares",NA
8299-7/03,"Serviços de gravação de carimbos, exceto confecção",NA
8299-7/04,Leiloeiros independentes,NA
8299-7/05,Serviços de levantamento de fundos sob contrato,NA
8299-7/06,Casas lotéricas,NA
8299-7/07,Salas de acesso à internet,NA
8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,P
8411-6/00,Administração pública em geral,NA
8412-4/00,Regulação das atividades de saúde educação serviços culturais e outros serviços sociais,NA
8413-2/00,Regulação das atividades econômicas,NA
8421-3/00,Relações exteriores,NA
8422-1/00,Defesa,NA
8423-0/00,Justiça,P
8424-8/00,Segurança e ordem pública,NA
8425-6/00,Defesa civil,NA
8430-2/00,Seguridade social obrigatória,NA
8511-2/00,Educação infantil - creche,III
8512-1/00,Educação infantil - pré-escola,II
8513-9/00,Ensino fundamental,II
8520-1/00,Ensino médio,I
8531-7/00,Educação superior - graduação,I
8532-5/00,Educação superior - graduação e pós-graduação,I
8533-3/00,Educação superior - pós-graduação e extensão,I
8541-4/00,Educação profissional de nível técnico,I
8542-2/00,Educação profissional de nível tecnológico,I
8550-3/01,Administração de caixas escolares,NA
8550-3/02,"Atividades de apoio à educação, exceto caixas escolares",NA
8591-1/00,Ensino de esportes,I
8592-9/01,Ensino de dança,NA
8592-9/02,"Ensino de artes cênicas, exceto dança",NA
8592-9/03,Ensino de música,NA
8592-9/99,Ensino de arte e cultura não especificado anteriormente,NA
8593-7/00,Ensino de idiomas,NA
8599-6/01,Formação de condutores,NA
8599-6/02,Cursos de pilotagem,NA
8599-6/03,Treinamento em informática,NA
8599-6/04,Treinamento em desenvolvimento profissional e gerencial,NA
8599-6/05,Cursos preparatórios para concursos,NA
8599-6/99,Outras atividades de ensino não especificadas anteriormente,NA
8610-1/01,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",III
8610-1/02,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,III
8621-6/01,Uti móvel,III
8621-6/02,"Serviços móveis de atendimento a urgências, exceto por uti móvel",III
8622-4/00,Serviços de remoção de pacientes exceto os serviços móveis de atendimento a urgências,II
8630-5/01,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,III
8630-5/02,Atividade médica ambulatorial com recursos para realização de exames complementares,P
8630-5/03,Atividade médica ambulatorial restrita a consultas,P
8630-5/04,Atividade odontológica,III
8630-5/06,Serviços de vacinação e imunização humana,III
8630-5/07,Atividades de reprodução humana assistida,III
8630-5/99,Atividades de atenção ambulatorial não especificadas anteriormente,II
8640-2/01,Laboratórios de anatomia patológica e citológica,III
8640-2/02,Laboratórios clínicos,III
8640-2/03,Serviços de diálise e nefrologia,III
8640-2/04,Serviços de tomografia,III
8640-2/05,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia",III
8640-2/06,Serviços de ressonância magnética,III
8640-2/07,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética",III
8640-2/08,"Serviços de diagnóstico por registro gráfico - ecg, eeg e outros exames análogos",II
8640-2/09,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos,III
8640-2/10,Serviços de quimioterapia,III
8640-2/11,Serviços de radioterapia,III
8640-2/12,Serviços de hemoterapia,III
8640-2/13,Serviços de litotripsia,III
8640-2/14,Serviços de bancos de células e tecidos humanos,III
8640-2/99,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,III
8650-0/01,Atividades de enfermagem,P
8650-0/02,Atividades de profissionais da nutrição,I
8650-0/03,Atividades de psicologia e psicanálise,I
8650-0/04,Atividades de fisioterapia,P
8650-0/05,Atividades de terapia ocupacional,I
8650-0/06,Atividades de fonoaudiologia,I
8650-0/07,Atividades de terapia de nutrição enteral e parenteral,III
8650-0/99,Atividades de profissionais da área de saúde não especificadas anteriormente,P
8660-7/00,Atividades de apoio à gestão de saúde,NA
8690-9/01,Atividades de práticas integrativas e complementares em saúde humana,II
8690-9/02,Atividades de banco de leite humano,III
8690-9/03,Atividades de acupuntura,II
8690-9/04,Atividades de podologia,II
8690-9/99,Outras atividades de atenção à saúde humana não especificadas anteriormente,P
8711-5/01,Clínicas e residências geriátricas,III
8711-5/02,Instituições de longa permanência para idosos,III
8711-5/03,"Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes",III
8711-5/04,Centros de apoio a pacientes com câncer e com aids,II
8711-5/05,Condomínios residenciais para idosos,P
8712-3/00,Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio,III
8720-4/01,Atividades de centros de assistência psicossocial,P
8720-4/99,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente",III
8730-1/01,Orfanatos,III
8730-1/02,Albergues assistenciais,II
8730-1/99,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,P
8800-6/00,Serviços de assistência social sem alojamento,P
9001-9/01,Produção teatral,NA
9001-9/02,Produção musical,NA
9001-9/03,Produção de espetáculos de dança,NA
9001-9/04,"Produção de espetáculos circenses, de marionetes e similares",NA
9001-9/05,"Produção de espetáculos de rodeios, vaquejadas e similares",NA
9001-9/06,Atividades de sonorização e de iluminação,NA
9001-9/09,Artes cênicas espetáculos e atividades complementares não especificados anteriormente,NA
9002-7/01,"Atividades de artistas plásticos, jornalistas independentes e escritores",NA
9002-7/02,Restauração de obras de arte,NA
9003-5/00,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",NA
9101-5/00,Atividades de bibliotecas e arquivos,NA
9102-3/01,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,NA
9102-3/02,Restauração e conservação de lugares e prédios históricos,NA
9103-1/00,"Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental",NA
9200-3/01,Casas de bingo,NA
9200-3/02,Exploração de apostas em corridas de cavalos,NA
9200-3/99,Exploração de jogos de azar e apostas não especificados anteriormente,NA
9311-5/00,Gestão de instalações de esportes,NA
9312-3/00,"Clubes sociais, esportivos e similares",I
9313-1/00,Atividades de condicionamento físico,II
9319-1/01,Produção e promoção de eventos esportivos,NA
9319-1/99,Outras atividades esportivas não especificadas anteriormente,NA
9321-2/00,Parques de diversão e parques temáticos,I
9329-8/01,"Discotecas, danceterias, salões de dança e similares",NA
9329-8/02,Exploração de boliches,NA
9329-8/03,"Exploração de jogos de sinuca, bilhar e similares",NA
9329-8/04,Exploração de jogos eletrônicos recreativos,NA
9329-8/99,Outras atividades de recreação e lazer não especificadas anteriormente,NA
9411-1/00,Atividades de organizações associativas patronais e empresariais,NA
9412-0/01,Atividades de fiscalização profissional,NA
9412-0/99,Outras atividades associativas profissionais,NA
9420-1/00,Atividades de organizações sindicais,NA
9430-8/00,Atividades de associações de defesa de direitos sociais,P
9491-0/00,Atividades de organizações religiosas ou filosóficas,NA
9492-8/00,Atividades de organizações políticas,NA
9493-6/00,Atividades de organizações associativas ligadas à cultura e à arte,NA
9499-5/00,Atividades associativas não especificadas anteriormente,NA
9511-8/00,Reparação e manutenção de computadores e de equipamentos periféricos,NA
9512-6/00,Reparação e manutenção de equipamentos de comunicação,NA
9521-5/00,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,NA
9529-1/01,"Reparação de calçados, bolsas e artigos de viagem",NA
9529-1/02,Chaveiros,NA
9529-1/03,Reparação de relógios,NA
9529-1/04,"Reparação de bicicletas, triciclos e outros veículos não motorizados",NA
9529-1/05,Reparação de artigos do mobiliário,NA
9529-1/06,Reparação de jóias,NA
9529-1/99,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente,NA
9601-7/01,Lavanderias,II
9601-7/02,Tinturarias,NA
9601-7/03,Toalheiros,P
9602-5/01,"Cabeleireiros, manicure e pedicure",II
9602-5/02,Atividades de estética e outros serviços de cuidados com a beleza,P
9603-3/01,Gestão e manutenção de cemitérios,I
9603-3/02,Serviços de cremação,I
9603-3/03,Serviços de sepultamento,I
9603-3/04,Serviços de funerárias,II
9603-3/05,Serviços de somatoconservação,III
9603-3/99,Atividades funerárias e serviços relacionados não especificados anteriormente,P
9609-2/02,Agências matrimoniais,NA
9609-2/04,Exploração de máquinas de serviços pessoais acionadas por moeda,NA
9609-2/05,Atividades de sauna e banhos,I
9609-2/06,Serviços de tatuagem e colocação de piercing,III
9609-2/07,Alojamento de animais domésticos,NA
9609-2/08,Higiene e embelezamento de animais domésticos,NA
9609-2/99,Outras atividades de serviços pessoais não especificadas anteriormente,NA
9700-5/00,Serviços domésticos,NA
9900-8/00,Organismos internacionais e outras instituições extraterritoriais,NA
